Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
6470;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6470;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6404&tipo=0&stato=2;2;6404;78;15;SA;Capaccio;Terreno;Terreno;Terreno agricolo;Comuni;;
6471;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6471;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=1;1;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6472;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6472;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=1;1;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=248965;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0009492.pdf
6473;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6473;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=1;1;1792;13;3;MI;Peschiera Borromeo;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=248970;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0009492.pdf
6474;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6474;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=1;1;1792;13;3;MI;Peschiera Borromeo;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
6475;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6475;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6630&tipo=0&stato=2;2;6630;80;16;BA;Molfetta;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6476;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6476;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6630&tipo=0&stato=2;2;6630;80;16;BA;Molfetta;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6477;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6477;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6630&tipo=0&stato=2;2;6630;80;16;BA;Molfetta;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6478;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6478;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6630&tipo=0&stato=2;2;6630;80;16;BA;Molfetta;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6479;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6479;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6630&tipo=0&stato=2;2;6630;80;16;BA;Molfetta;Terreno;Terreno;Terreno agricolo;Comuni;;
6480;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6480;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
6481;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6481;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6482;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6482;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6483;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6483;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
6484;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6484;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
6485;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6485;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
6486;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6486;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5419&tipo=0&stato=2;2;5419;65;12;RM;Ciampino;Terreno;Terreno;Terreno agricolo;Comuni;;
6487;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6487;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5308&tipo=0&stato=1;1;5308;65;12;RM;Anzio;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6488;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6488;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5308&tipo=0&stato=1;1;5308;65;12;RM;Anzio;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6489;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6489;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5308&tipo=0&stato=1;1;5308;65;12;RM;Anzio;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;;;
6490;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6490;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=1;1;7563;94;19;AG;Cattolica Eraclea;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6491;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6491;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=1;1;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno edificabile;;;
6492;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6492;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=1;1;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6493;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6493;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=1;1;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6494;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6494;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=1;1;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6495;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6495;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=1;1;1813;13;3;MI;San Giuliano Milanese;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
6496;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6496;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=3;3;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6497;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6497;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6498;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6498;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
6499;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6499;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Abitazione indipendente;Vigili del Fuoco;;
6500;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6500;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Vigili del Fuoco;;
6501;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6501;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Vigili del Fuoco;;
6502;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6502;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1813&tipo=0&stato=2;2;1813;13;3;MI;San Giuliano Milanese;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Vigili del Fuoco;;
6503;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6503;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=3&comune=53&tipo=0&stato=1;1;53;3;1;NO;Borgomanero;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6504;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6504;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6505;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6505;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6506;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6506;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/225.pdf
6507;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6507;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Carabinieri;;
6508;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6508;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6509;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6509;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6510;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6510;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6511;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6511;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6512;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6512;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
6513;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6513;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno agricolo;Comuni;;
6514;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6514;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
6515;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6515;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno edificabile;Comuni;;
6516;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6516;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno edificabile;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/223.pdf
6517;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6517;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno edificabile;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/224.pdf
6518;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6518;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7563&tipo=0&stato=2;2;7563;94;19;AG;Cattolica Eraclea;Terreno;Terreno;Terreno edificabile;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/239.pdf
6519;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6519;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6670&tipo=0&stato=2;2;6670;81;16;TA;Palagiano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6520;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6520;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=2;2;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6521;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6521;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=2;2;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6522;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6522;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=2;2;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6523;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6523;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1792&tipo=0&stato=2;2;1792;13;3;MI;Peschiera Borromeo;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
